Priority,Urgency,Status,Incident Number,Requestor,Email,Short Description,Long Description,Phone,Days Open,,
2023-12-07,2,2,open,61377,Andrew White,andrew.white@austx.com,Users reported inability to access company email.,"Several employees in a medium-sized enterprise reported that they were unable to access their company email accounts. The issue seemed to be affecting users across different departments and locations. IT support teams were immediately notified and began investigating the root cause of the problem. Initial troubleshooting steps included checking the email server status, network connectivity, and user credentials. As the incident persisted, a company-wide announcement was made to inform employees about the ongoing email service disruption and to provide alternative communication channels in the meantime. Users expressed frustration and concern about not being able to send or receive important work-related emails, leading to a decrease in productivity. The IT team worked diligently to resolve the issue and kept users updated on the progress through regular communication channels. After several hours of investigation, the root cause was identified to be a server configuration error, which was promptly rectified to restore normal email service functionality. Post-incident, a thorough review was conducted to prevent similar incidents in the future, including implementing additional monitoring and alerting systems to proactively identify and address email service disruptions.",5123647722,1,
2023-04-29,4,4,open,34677,Helen Roberts,helen.roberts@austx.com,"Users experiencing slow network connectivity issues., Long Description: Several users in a medium-sized enterprise have reported experiencing slow network connectivity issues. The problem seems to be affecting multiple departments and is causing disruptions in their daily work activities. Employees have complained about delays in accessing shared files, loading web pages, and using cloud-based applications. The IT team is currently investigating the root cause of the network slowdown and working to identify any potential bottlenecks or configuration issues. Meanwhile, frustrated users have been discussing the issue among themselves, speculating on possible reasons for the slowdown and expressing their concerns about the impact on productivity. Some users have even resorted to using personal mobile data connections to bypass the sluggish corporate network, further highlighting the severity of the situation. The IT helpdesk has been inundated with support tickets related to the slow connectivity, and IT staff are working diligently to resolve the issue and restore normal network performance as soon as possible.",,5129763959,30,
2023-10-08,4,1,open,40209,Karen Lee,karen.lee@austx.com,"Data breach discovered in customer database, Long Description: Our medium-sized enterprise recently discovered a data breach in our customer database, potentially exposing sensitive information. The security team is working diligently to contain the breach and assess the extent of the impact. Discussions are ongoing on how to enhance our cybersecurity measures to prevent future incidents and ensure the safety of our customers' data.",,5122748000,15,
2023-10-06,2,1,closed,89729,Robert Wilson,robert.wilson@austx.com,Users are reporting issues accessing email services.,"Employees at a medium-sized enterprise have been experiencing difficulties accessing their email accounts. Some users are receiving error messages when trying to log in, while others are unable to send or receive emails altogether. The IT team is investigating the issue to determine the root cause and restore normal email functionality. Several employees have raised concerns about the impact on their work productivity, prompting the IT team to prioritize resolving the issue promptly. In the meantime, employees are advised to use alternative communication channels to ensure business continuity.",5122046879,23,
2024-06-25,1,4,closed,57956,Gary Miller,gary.miller@austx.com,"Employees are unable to access shared network drives, Long Description: A number of employees at a medium-sized enterprise have encountered difficulties in accessing shared network drives where important company documents are stored. This issue is hindering collaboration and workflow efficiency within the organization. The IT department has been alerted to investigate the problem and is currently working on restoring access to the network drives. Meanwhile, affected employees are resorting to temporary workarounds to continue their tasks, but are eager for a prompt resolution to minimize disruptions in their daily operations.",,5125503852,26,
2024-04-10,4,2,open,57765,William Adams,william.adams@austx.com,Users are reporting slow performance on the company's financial software.,"Several users in a medium-sized enterprise have raised concerns about the slow performance of the company's financial software. They are experiencing delays when inputting data, generating reports, and processing transactions. The IT team has been alerted to investigate the issue and determine the root cause of the slowdown. As the financial software is critical for daily operations, the team is working urgently to resolve the performance issues and ensure that the system runs smoothly to minimize disruptions to the business processes.",5128756904,1,
2023-09-28,1,4,closed,63967,Linda Harris,linda.harris@austx.com,"Email server outage causing delays in communication, Long Description: A sudden email server outage at a medium-sized enterprise has caused significant delays in internal and external communication. Users across the organization have reported being unable to send or receive emails, leading to disruptions in workflow and collaboration. The IT team is aware of the issue and is actively working to restore the email server to full functionality. In the meantime, employees are advised to utilize alternative communication channels such as phone calls or instant messaging to ensure business continuity.",,5121335693,12,
2023-10-24,2,4,closed,14858,Charles Hall,charles.hall@austx.com,"Network outage affecting multiple departments, Long Description: A network outage occurred this afternoon, affecting multiple departments within the organization. Users across various floors reported being unable to connect to the internet or access shared drives. The IT team quickly identified the issue as a faulty network switch in the server room. They are currently working on replacing the switch and restoring network connectivity for all affected users. Meanwhile, employees have been advised to use alternative means of communication and work offline if possible.",,5124095682,8,
2024-02-12,4,3,open,30078,Deborah Lee,deborah.lee@austx.com,Users unable to access email server.,"Users in a medium size enterprise reported that they were unable to access the email server. The IT team quickly investigated the issue and discovered that the server had experienced a critical hardware failure. As a result, all email services were disrupted, impacting communication and workflow across the organization. The IT team immediately initiated a server maintenance procedure to resolve the hardware issue and restore email services as quickly as possible. Users were kept informed about the situation through regular updates via alternative communication channels such as instant messaging and phone calls. After several hours of troubleshooting and hardware replacement, the email server was successfully restored, and users were able to access their emails again without any further disruptions. The incident highlighted the importance of having robust backup systems in place to minimize downtime and ensure business continuity.",5123945344,12,
2023-11-03,2,2,open,14881,Lisa Rodriguez,lisa.rodriguez@austx.com,"Network connectivity issues affecting multiple departments, Long Description: Employees across various departments in our organization are experiencing network connectivity issues today. Some users are unable to access shared drives and applications, while others are reporting slow internet speeds. The IT helpdesk has been flooded with tickets related to the problem, and technicians are working diligently to identify and resolve the underlying cause of the network disruption. Colleagues have been advised to limit bandwidth-heavy activities until the issue is fully resolved to minimize further impacts on daily operations.",,5126814556,12,
2024-09-18,4,1,open,17101,Elizabeth Smith,elizabeth.smith@austx.com,"Network outage causing disruption in email communication, Long Description: A network outage occurred today in our office, leading to a disruption in email communication for all employees. The IT team is currently investigating the issue to identify the root cause and restore connectivity as soon as possible. This incident is impacting our ability to send and receive important emails, affecting our daily operations. Employees are advised to use alternative communication methods until the issue is resolved.",,5121737395,12,
2024-03-29,2,1,open,70100,Kenneth Williams,kenneth.williams@austx.com,"Data breach discovered in the company's database, Long Description: Our company has discovered a data breach in our database, potentially compromising sensitive information of both employees and clients. The IT security team has immediately initiated an incident response plan to contain the breach, assess the extent of the damage, and implement necessary measures to prevent further data loss. Users are advised to change their passwords and be cautious of any suspicious activity related to their accounts. The company is also working on enhancing its cybersecurity measures to prevent future breaches.",,5125020330,10,
2025-02-11,3,4,closed,57901,Stephen Campbell,stephen.campbell@austx.com,"Network outage causing disruption in accessing critical systems, Long Description: Employees at a medium-sized enterprise experienced a network outage that disrupted access to critical systems and applications. The incident occurred suddenly during peak working hours, leading to confusion and frustration among the staff members. The IT team quickly identified the issue as a network failure and began troubleshooting to restore connectivity. As the outage persisted, employees started discussing the impact on their daily tasks and productivity. Some employees reported being unable to access important files stored on the network drives, while others struggled to communicate with colleagues through internal messaging platforms. The IT team provided periodic updates on their progress, reassuring employees that they were working diligently to resolve the issue. After several hours of troubleshooting, the network was finally restored, and normal operations resumed. Post-incident, a meeting was held to discuss the root cause of the outage and implement preventive measures to minimize the risk of future disruptions.",,5128902554,29,
2024-07-10,4,4,open,55747,Barbara Wright,barbara.wright@austx.com,Users are experiencing difficulty accessing the company's email server.,"Employees at a medium-sized enterprise have reported issues with accessing their emails through the company's server. The IT team is investigating the root cause of the problem, which seems to be affecting multiple users across different departments. Some employees have resorted to using personal email accounts in the meantime, causing potential security risks. The IT helpdesk has been inundated with support tickets related to this email server issue, and users are growing increasingly frustrated with the lack of communication regarding the issue resolution timeline. Discussions among employees have sparked concerns about the reliability of the company's IT infrastructure and the impact on productivity. The IT team is under pressure to resolve the issue promptly and provide clear updates to reassure employees.",5127482141,3,
2024-02-24,1,4,closed,95597,Sharon Hall,sharon.hall@austx.com,Employees are encountering slow network speeds.,"A number of employees in a medium-sized enterprise have raised concerns about slow network speeds impacting their day-to-day work. Users have reported delays in accessing shared files, loading web pages, and connecting to remote servers. The IT helpdesk has received multiple tickets related to network performance issues and is currently investigating the underlying cause. Discussions are ongoing within the organization about potential solutions to improve network speed and efficiency to minimize disruptions to workflow.",5125773590,21,
2023-11-24,4,3,open,15050,Linda Anderson,linda.anderson@austx.com,"Network outage impacting multiple departments, Long Description: A network outage is currently impacting multiple departments within the medium-sized enterprise. Users are unable to connect to critical systems and applications, causing a significant disruption to daily operations. The IT team is working to identify the source of the outage and restore network connectivity to minimize the impact on productivity.",,5123982928,28,
2024-04-12,2,2,closed,49993,Nicholas White,nicholas.white@austx.com,"Network outage impacting email communication, Long Description: A network outage has occurred at a medium-sized enterprise, impacting email communication for employees. This has led to delays in responding to client inquiries and internal team collaboration. The IT team is working diligently to restore network connectivity and ensure that email services are back up and running smoothly. Employees are advised to use alternative communication channels in the meantime.",,5122891789,10,
2024-03-27,3,3,open,84510,George Roberts,george.roberts@austx.com,"Users are experiencing difficulties accessing email services. Long Description: Several employees in the marketing department at a medium-sized enterprise are reporting issues with accessing their email accounts. They are receiving error messages when trying to log in and are unable to send or receive emails. The IT team is investigating the issue to determine the root cause and resolve it as quickly as possible. Meanwhile, the affected employees are unable to carry out their daily tasks efficiently, leading to a decrease in productivity within the department. Discussions are ongoing between the IT team and the employees to provide updates on the progress of the investigation and to offer alternative communication solutions in the meantime.",,5129244699,9,
2025-02-07,1,4,closed,92899,James Martin,james.martin@austx.com,"Employees are unable to access shared network drives, impacting collaboration efforts.","A number of employees within the medium-sized enterprise have encountered difficulties in accessing shared network drives, which is hampering their ability to collaborate on projects and access important files stored on the company's network. The issue has been reported by users from various departments who rely on these shared drives for their day-to-day work. The IT support team is aware of the problem and is actively troubleshooting to identify the cause of the connectivity issue. In the meantime, employees are advised to utilize alternative methods for file sharing and collaboration to ensure minimal disruption to ongoing projects and tasks.",5123534966,7,
2023-12-31,4,2,open,46831,Rebecca Lee,rebecca.lee@austx.com,"Network outage impacting multiple departments, Long Description: A network outage has been reported within a medium-sized enterprise, impacting multiple departments' ability to access shared drives, applications, and the internet. Users have raised concerns about the disruption to their work and productivity. The IT team is actively working to identify the source of the outage and restore network connectivity across the affected areas. Employees are advised to remain patient while the issue is being addressed.",,5127122376,14,
2024-08-02,1,1,closed,10312,Gary Wright,gary.wright@austx.com,"Network outage affecting multiple departments, Long Description: A network outage is currently impacting multiple departments within the medium-sized enterprise. Users have reported connectivity issues with various applications and services. The IT team is working diligently to identify the root cause of the outage and restore network functionality to minimize disruption to business operations.",,5126796807,24,
2023-10-10,3,1,closed,75419,Joseph Sanchez,joseph.sanchez@austx.com,Employees are experiencing slow internet speeds in the office.,"Several employees at a medium-sized enterprise have raised concerns about experiencing slow internet speeds while working in the office. This issue is impacting their ability to collaborate effectively, attend virtual meetings, and access online resources necessary for their tasks. The IT team is currently investigating the network infrastructure to identify any bottlenecks or potential causes for the slowdown. In the meantime, employees are encouraged to report specific instances of slow internet speeds to help the IT team pinpoint the problem areas more efficiently.",5124214432,16,
2023-09-05,3,1,open,63309,Donna Brown,donna.brown@austx.com,"Users unable to access email, Long Description: Several users in the organization reported being unable to access their email accounts. The incident began early in the morning when employees tried to log in to their email client but received an error message indicating that the server could not be reached. The IT team was immediately alerted to investigate the issue. Upon further investigation, it was discovered that the email server was experiencing a critical hardware failure, leading to the disruption in service. The IT team quickly initiated the necessary steps to troubleshoot and resolve the issue, working diligently to restore email services for all affected users. During the incident, communication was sent out to all employees informing them of the problem and providing updates on the progress of the resolution. After several hours of intensive work, the email server was successfully restored, and users were able to access their accounts once again. The incident was thoroughly documented for future reference, and measures were put in place to prevent similar hardware failures from causing disruptions in the future.",,5122087049,2,
2023-08-23,2,1,closed,54142,Eric Carter,eric.carter@austx.com,"A network outage is impacting the company's ability to access shared files., Long Description: Employees at a medium-sized enterprise are currently unable to access shared files and documents due to a network outage. The issue has caused disruptions in collaborative work and project deadlines are at risk of being missed. The IT team is working to identify the source of the outage and restore network connectivity to minimize further impact on business operations. In the meantime, employees are advised to save their work locally and communicate with their team members through alternative means to ensure continuity in their tasks.",,5125042415,1,
2024-01-18,2,3,open,29363,Kathleen Torres,kathleen.torres@austx.com,"Network outage affecting multiple departments, Long Description: A network outage is currently impacting multiple departments within the organization, causing disruptions to daily operations. The IT team is actively working to identify the source of the issue and restore connectivity to all affected areas. Users are advised to limit network usage until the problem is resolved to prevent further complications.",,5122333600,28,
2023-10-01,2,1,closed,64520,Nancy Miller,nancy.miller@austx.com,Users are experiencing difficulty accessing the company's email server.,"Several employees at a medium-sized enterprise have reported issues with accessing their email accounts. Upon investigation, it was discovered that the company's email server was experiencing intermittent connectivity issues, causing delays in sending and receiving emails. The IT team is actively working to resolve the issue and restore normal email functionality for all users. In the meantime, employees have been advised to use alternative communication channels for urgent matters. Some users have expressed frustration over the inconvenience, while others have been understanding of the technical challenges being faced by the IT department. The IT team has provided regular updates to keep employees informed about the progress towards resolving the email server issue.",5125013179,2,
2023-06-26,4,2,closed,23Date,863,Steven Lee,steven.lee@austx.com,"Network outage affecting multiple departments, Long Description: A network outage has occurred in a medium-sized enterprise, impacting multiple departments and causing disruption to daily operations. Users across various teams are unable to access critical systems and applications, leading to a significant productivity loss. IT staff are actively investigating the issue to identify the root cause and restore network connectivity as soon as possible. Discussions among employees are centered around the impact on project deadlines and the need for contingency plans to mitigate the effects of the outage. The incident has highlighted the importance of robust network infrastructure and proactive monitoring to prevent similar disruptions in the future.",,5128890820,26
2024-02-16,3,4,open,48841,Betty Ramirez,betty.ramirez@austx.com,"Users are experiencing intermittent connectivity issues with the company's email server, Long Description: Several employees have reported intermittent connectivity issues when trying to access their email accounts through the company's server. The problem seems to be affecting users across different departments and locations within the organization. IT support has been notified and is currently investigating the root cause of the issue to restore normal email functionality. Meanwhile, employees are advised to periodically check for updates from the IT team regarding the ongoing investigation and possible solutions. Some users have resorted to using personal email accounts as a temporary workaround to ensure uninterrupted communication with clients and colleagues. The IT team is working diligently to resolve the issue and minimize any disruptions to the company's operations.",,5129856915,17,
2023-11-19,1,3,closed,49207,Daniel Thompson,daniel.thompson@austx.com,"Employees are experiencing slow internet connection at the office., Long Description: In a medium-sized enterprise, employees have been facing issues with slow internet connection at the office. Multiple users have reported that web pages are taking longer than usual to load, and some are experiencing intermittent connectivity issues while accessing online applications. The IT helpdesk has received several tickets regarding this issue, and the network team is investigating to identify the source of the problem. Users are growing increasingly frustrated as the slowdown is impacting their productivity.",,5128145277,15,
2023-08-03,4,2,closed,16115,Cynthia Rivera,cynthia.rivera@austx.com,Users are experiencing slow internet connection in the office.,"Employees in a medium-sized enterprise have reported experiencing slow internet connection while trying to access online tools and resources essential for their daily work tasks. The IT team has been alerted to investigate the issue and determine the root cause of the connectivity issue. Some employees have resorted to using their mobile data to continue working efficiently, but this is not a sustainable solution in the long run. The IT team is currently working on troubleshooting the network infrastructure to identify any potential issues causing the slow internet connection. Discussions are ongoing among employees in various departments about the impact of the connectivity issue on their productivity and the need for a swift resolution from the IT team to restore normal operations.",5129384153,24,
2024-05-03,1,4,closed,28321,George Jones,george.jones@austx.com,"Network connectivity issues affecting multiple departments, Long Description: A network connectivity issue is impacting multiple departments within a medium-sized enterprise. Users are experiencing slow internet speeds and intermittent outages, hindering their ability to access critical applications and collaborate effectively. The IT helpdesk is receiving a high volume of tickets from frustrated employees who are unable to complete their tasks due to the network issues. Some users are discussing the problem among themselves, sharing tips on potential workarounds while awaiting a resolution from the IT team. The IT team is actively troubleshooting the network problem to identify the cause and implement a fix to restore normal operations.",,5127312525,28,
2023-06-22,2,2,closed,24242,Paul Flores,paul.flores@austx.com,Users are reporting issues accessing the company's email server.,"Employees at a medium-sized enterprise have been experiencing difficulties accessing their email accounts through the company's server. Some users have reported receiving error messages when trying to log in, while others have said their emails are not syncing properly. The IT team is investigating the issue to determine the root cause and implement a solution to restore normal email functionality. Meanwhile, employees are advised to use alternative communication methods to ensure business continuity.",5129039781,26,
2025-02-20,3,1,closed,28211,Michelle Campbell,michelle.campbell@austx.com,"Network outage in the office, Long Description: A network outage has been reported in the office, causing disruptions to internet connectivity and access to shared drives. Employees across different departments are experiencing difficulties in carrying out their regular tasks that rely on network services. The IT team has been notified and is working on resolving the issue promptly to minimize the impact on business operations.",,5123157316,11,
2024-06-15,1,2,open,43869,Susan Nguyen,susan.nguyen@austx.com,"Users are unable to access the company's email system., Long Description: Several employees in a medium-sized enterprise reported that they were unable to access the company's email system. The issue seems to be affecting users across different departments and locations. Upon investigation, the IT team discovered that the email server was experiencing a technical glitch, causing the system to be inaccessible. The team is currently working on resolving the issue, and updates are being communicated to the employees through alternative communication channels such as instant messaging and phone calls. Some employees have expressed frustration over the inconvenience caused by not being able to access important emails and attachments, while others have been understanding of the situation and have resorted to using personal email accounts temporarily for work-related communication. The IT team is working diligently to restore the email system to full functionality as soon as possible to minimize the impact on business operations.",,5127265959,7,
2023-03-23,3,1,closed,78692,Amy Davis,amy.davis@austx.com,"Network outage impacting multiple departments, Long Description: A network outage has occurred in a medium-sized enterprise, impacting multiple departments and causing a halt in various business operations. Users are unable to connect to critical systems and applications, leading to a loss in productivity and potential revenue. The IT team is actively working to identify the source of the outage and restore network connectivity as soon as possible. Employees are expressing frustration over the lack of communication regarding the incident and the prolonged downtime. Management is closely monitoring the situation and providing updates to employees as the investigation progresses.",,5124376401,14,
2023-06-05,3,4,closed,52645,Ashley Rodriguez,ashley.rodriguez@austx.com,Users are experiencing slow internet connectivity at the office.,"Several employees at a medium-sized enterprise have reported experiencing slow internet connectivity at the office. This issue is affecting their ability to access important online resources, collaborate with team members, and complete their daily tasks efficiently. The IT team is investigating the root cause of the connectivity issue and working to resolve it as soon as possible. In the meantime, employees are advised to limit their bandwidth usage and prioritize essential work tasks to minimize the impact of the slow internet connection. Some users have resorted to using their mobile data or seeking alternative work locations with better connectivity to ensure productivity is not significantly impacted. The IT helpdesk is actively communicating updates to employees and providing troubleshooting tips to help them navigate through this challenging situation.",5123109375,14,
2024-12-31,2,2,open,21596,Richard Scott,richard.scott@austx.com,"Network connectivity issues affecting multiple departments, Long Description: Employees across various departments in our organization are experiencing network connectivity issues today. Some users are unable to access shared drives and applications, while others are reporting slow internet speeds. The IT helpdesk has been flooded with tickets related to the problem, and technicians are working diligently to identify and resolve the underlying cause of the network disruption. Colleagues have been advised to limit bandwidth-heavy activities until the issue is fully resolved to minimize further impacts on daily operations.",,5121388383,10,
2024-01-14,3,4,open,59894,Melissa Thomas,melissa.thomas@austx.com,"Network outage affecting multiple departments, Long Description: This morning, a network outage occurred at our office, impacting several departments within our organization. Employees were unable to access critical systems and files, causing disruption to daily operations. The IT team swiftly investigated the issue and identified a faulty network switch as the root cause of the outage. The switch was promptly replaced, and network connectivity was restored after a brief downtime. To prevent similar incidents in the future, the IT team will be conducting a thorough review of our network infrastructure and implementing redundancy measures.",,5129629824,28,
2024-12-05,2,3,open,31399,Andrew Nguyen,andrew.nguyen@austx.com,Users are experiencing difficulty accessing the company's internal network.,"Employees at a medium size enterprise are reporting issues with accessing the company's internal network. When attempting to log in, some users are receiving error messages indicating that their credentials are incorrect, despite entering the correct information. This has led to delays in completing important tasks and accessing necessary documents. The IT team is investigating the root cause of the network connectivity issue and working to resolve it promptly to minimize disruption to the business operations. In a discussion thread, users are sharing their experiences with the network problem and expressing frustration over the impact on their productivity. Some are suggesting potential workarounds while others are seeking updates from the IT department on the progress of the investigation. The incident is being closely monitored to ensure a swift resolution and restore normal network functionality for all employees.",5122613576,4,
2024-05-13,3,1,closed,21429,William Davis,william.davis@austx.com,Users are experiencing slow internet connectivity.,"Several users in the organization have reported experiencing slow internet connectivity when trying to access online resources and applications. The IT team is investigating the issue to determine the root cause and implement a solution to restore normal internet speeds. Some users have expressed frustration with the sluggish performance, impacting their ability to work efficiently. The IT helpdesk is actively communicating updates to users and working diligently to resolve the issue as quickly as possible.",5127679147,14,
2023-07-29,1,1,open,46901,Betty Robinson,betty.robinson@austx.com,Employees are unable to access certain shared folders on the network drive.,"A number of employees in a medium-sized enterprise have encountered problems accessing specific shared folders on the network drive. The affected folders contain crucial project files and documents that are essential for daily operations. IT support has identified that the issue stems from a permission misconfiguration, which is preventing certain users from accessing these folders. The IT team is actively working to rectify the permissions settings and restore access to the shared folders for all authorized users.",5124401320,30,
2024-06-26,3,4,open,63684,Michelle Rivera,michelle.rivera@austx.com,Users are experiencing slow internet connectivity at the office.,"Users at the medium-sized enterprise office have reported experiencing slow internet connectivity throughout the day. This issue is impacting productivity and causing frustration among employees who rely heavily on internet access to perform their daily tasks. The IT team has been alerted to investigate the root cause of the connectivity issue and is currently working to identify and resolve the issue promptly. In the meantime, employees are advised to limit bandwidth-heavy activities to help alleviate the strain on the network. Discussions are ongoing in the company's internal communication channels as employees share their experiences and seek updates on the progress of the IT team in resolving the issue.",5124110012,11,
2024-10-18,3,4,open,82974,Andrew White,andrew.white@austx.com,Some employees are reporting missing files from the company server. Long Description: A few employees at a medium-sized enterprise have raised concerns about missing files from the company server. The IT support team is working diligently to investigate the issue and recover any lost data to ensure minimal disruption to the business operations.,,5123720727,25,
2024-11-11,4,1,open,45941,Margaret Mitchell,margaret.mitchell@austx.com,Network outage affecting multiple departments.,"A network outage has been detected at a medium size enterprise, impacting multiple departments within the organization. Users are experiencing difficulties accessing shared drives, internal applications, and internet services. The IT team is actively working to identify the source of the network disruption and restore connectivity as soon as possible. Employees are advised to limit network usage to essential tasks until the issue is resolved to minimize further disruptions.",5126871880,13,
2024-12-16,4,1,closed,24714,Elizabeth Hall,elizabeth.hall@austx.com,"Network outage reported impacting multiple departments, Long Description: A network outage has been reported at a medium-sized enterprise, affecting multiple departments within the organization. The incident began this morning when employees across various floors started experiencing connectivity issues with their computers and were unable to access shared drives or the internet. The IT team was immediately alerted and began investigating the root cause of the outage.",,5124640695,17,
2023-08-21,4,3,closed,47858,Helen Lopez,helen.lopez@austx.com,Customers are encountering errors when trying to place orders on the company's e-commerce platform.,"Several customers of a medium-sized enterprise have been facing errors and issues while attempting to place orders on the company's e-commerce platform. Some users have reported payment processing failures, while others have experienced difficulties adding items to their cart. The customer support team is actively working to resolve the technical issues and provide assistance to affected customers. Meanwhile, the IT department is conducting a thorough investigation to identify and address the underlying causes of the disruptions to ensure a seamless online shopping experience for all customers.",5124635703,13,
2024-12-03,3,2,closed,30036,Donald Thompson,donald.thompson@austx.com,Users are experiencing slow internet connection at the office.,"Several employees at a medium-sized enterprise have raised concerns about the slow internet connection at the office, impacting their ability to work efficiently. The IT team is investigating the issue to determine if it is a network infrastructure problem or if there are any specific issues with the service provider. Some users have suggested that the slow connection may be due to increased network traffic during peak hours, while others suspect potential hardware failures. Discussions are ongoing within the organization on how to best address and resolve the internet speed issue to minimize productivity disruptions.",5127920660,26,
2025-02-21,1,3,open,46521,Donna Gonzalez,donna.gonzalez@austx.com,Network connectivity issues are causing disruptions in the company's operations.,"Users in a medium-sized enterprise are experiencing network connectivity issues that are causing disruptions in their daily operations. Some employees are unable to access shared drives and applications, while others are facing slow internet speeds, making it difficult to work efficiently. The IT department is working to troubleshoot the network infrastructure to identify the source of the problem and implement a solution to restore stable connectivity for all users.",5125534322,21,
2024-07-24,4,4,closed,78894,Jessica Baker,jessica.baker@austx.com,"Network outage impacting multiple departments, Long Description: A sudden network outage has disrupted operations in multiple departments of the company. Users are unable to connect to critical systems and access shared drives. The IT helpdesk has been flooded with support requests as employees try to resume their work. The network team is working diligently to identify and resolve the issue as quickly as possible.",,5128139427,14,
2025-02-25,2,4,closed,45202,Dorothy White,dorothy.white@austx.com,Network outage impacting multiple departments.,A network outage has disrupted operations for various departments within a medium-sized enterprise. Users have reported being unable to connect to critical systems and access shared files. The IT team is actively working to identify the source of the outage and restore network connectivity to minimize the impact on business operations. Colleagues are communicating via alternative channels to coordinate efforts and provide updates on the situation.,5121510043,12,
2023-10-05,2,1,closed,29403,Jessica Thomas,jessica.thomas@austx.com,Users are experiencing slow internet connection at the office.,"Several employees at the medium-sized enterprise have reported experiencing slow internet connection while trying to access online resources and applications. The IT team has been alerted to investigate the issue further. Upon initial assessment, they found that the network bandwidth was being heavily utilized during peak hours, causing the slowdown in internet speed. The team is now working on optimizing the network settings and exploring potential upgrades to accommodate the increasing demand for bandwidth within the organization. In the meantime, employees have been advised to stagger their usage of bandwidth-intensive applications to alleviate the strain on the network.",5122754969,17,
2023-05-18,3,4,closed,25592,Amy Young,amy.young@austx.com,Users are experiencing slow internet connection at the office.,"Several employees at a medium-sized enterprise have reported experiencing slow internet connection at the office. This issue has been ongoing for the past few days, impacting their ability to work efficiently. Some users have mentioned that web pages take longer than usual to load, and there are delays in sending and receiving emails. The IT team has been notified about the problem and is currently investigating the root cause. Discussions among employees have highlighted the frustration caused by the sluggish internet speed, with some suggesting possible solutions such as upgrading the network infrastructure or contacting the service provider for assistance.",5129827314,11,
2023-08-19,2,4,open,83559,David Lewis,david.lewis@austx.com,"Users are reporting issues accessing email services., Long Description: Several users in the medium-sized enterprise are reporting difficulties accessing their email services. The IT team is investigating the issue to determine the root cause. Meanwhile, employees are unable to send or receive important emails, impacting their productivity. The IT helpdesk is receiving multiple tickets and calls related to this issue, causing a backlog in resolving other IT-related problems. The team is working diligently to identify and resolve the email service disruption as quickly as possible to minimize the impact on the organization's operations.",,5125822799,4,
2024-10-14,2,2,open,71028,Dorothy Hill,dorothy.hill@austx.com,"Email server experiencing delays, Long Description: Users across the organization have been experiencing delays in sending and receiving emails due to issues with the email server. The IT team is aware of the situation and is actively working on resolving the issue. Some users have reported that important communications are being delayed, causing disruptions to their workflow. Discussions are ongoing in the company chat channels about the impact of the email delays on various projects and deadlines.",,5124349707,26,
2024-03-07,4,3,closed,32481,Anna Anderson,anna.anderson@austx.com,Network connectivity issues in the office.,"Users in a medium-sized enterprise office are experiencing intermittent network connectivity issues, leading to slow internet speeds and difficulty accessing shared drives and cloud-based applications. The IT helpdesk has received multiple reports from frustrated employees who are unable to work efficiently due to the network disruptions. IT personnel are actively troubleshooting the issue, checking network infrastructure components such as routers, switches, and access points to identify and resolve the underlying cause of the connectivity problems. Users are advised to limit bandwidth-heavy activities until the issue is fully resolved to minimize further impact on productivity.",5129140888,16,
2023-04-23,4,4,closed,70283,Amy Roberts,amy.roberts@austx.com,"Users experiencing intermittent connectivity issues with company's email server, Long Description: Several employees at a medium-sized enterprise have reported intermittent connectivity issues when trying to access their company email accounts. The problem seems to be impacting users across different departments and locations within the organization. Some users have mentioned that they are unable to send or receive emails consistently, while others have experienced delays in receiving new emails. The IT team is currently investigating the root cause of the issue to restore normal email functionality for all employees. In a discussion thread on the company's internal communication platform, employees have been sharing their experiences with the email connectivity problems. Some have suggested potential workarounds, such as accessing emails through mobile devices or using alternative communication channels for urgent messages. The IT department has assured employees that they are actively working on resolving the issue and will provide updates as soon as more information becomes available.",,5124113584,16,
2025-03-04,4,2,closed,27872,Kenneth Lewis,kenneth.lewis@austx.com,Users are experiencing slow internet speeds in the office.,"Employees at a medium-sized enterprise have reported experiencing slow internet speeds while trying to access online resources and applications. The IT team has been investigating the issue, checking network configurations, running speed tests, and monitoring network traffic. Despite their efforts, the cause of the slowdown remains unclear. Users have expressed frustration as the sluggish internet connection is impacting their productivity. Some have resorted to using their mobile data to complete tasks, leading to concerns about security and data usage. The IT team is working diligently to identify and resolve the root cause of the slow internet speeds to ensure smooth operations for all employees.",5124923449,15,
2023-12-30,3,2,closed,79256,Charles Hall,charles.hall@austx.com,"Data breach incident reported by the IT team, Long Description: The IT team in a medium-sized enterprise reported a data breach incident where sensitive customer information was compromised. This incident raised concerns about data security and potential regulatory implications. The IT team swiftly initiated a response plan, including containing the breach, assessing the impact, and notifying the affected individuals. Discussions among stakeholders ensued to strengthen cybersecurity measures and prevent future breaches.",,5127226832,2,
2023-06-07,4,3,open,96370,Ronald Rodriguez,ronald.rodriguez@austx.com,Employees unable to access company network due to server outage.,"Employees at a medium-sized enterprise are reporting that they are unable to access the company network. Upon investigation, it is discovered that there is a server outage causing the disruption. The IT team is working diligently to identify the root cause of the issue and restore access to the network as soon as possible. In the meantime, employees are advised to continue working offline and avoid any network-dependent tasks. This incident is impacting productivity across multiple departments, and updates are being communicated to employees regularly to keep them informed of the progress towards resolution.",5125451174,27,
